created_at,entry_id,field1,field2,field3,field4,field5,latitude,longitude,elevation,status
2019-11-22 03:58:56 +08,1385,30.00,82.00,2.15,15,"70

",,,,
2019-11-22 03:59:57 +08,1386,30.00,81.90,2.15,15,"70

",,,,
2019-11-22 04:01:59 +08,1387,30.00,81.90,2.15,15,"70

",,,,
2019-11-22 04:03:01 +08,1388,30.00,81.90,2.15,15,"70

",,,,
2019-11-22 04:04:05 +08,1389,30.10,82.00,2.15,15,"70

",,,,
2019-11-22 04:06:11 +08,1390,30.10,82.00,2.15,15,"70

",,,,
2019-11-22 04:07:12 +08,1391,30.10,82.00,2.15,15,"70

",,,,
2019-11-22 04:08:17 +08,1392,30.00,81.90,2.15,15,"70

",,,,
2019-11-22 04:10:19 +08,1393,30.10,81.90,2.15,15,"70

",,,,
2019-11-22 04:11:21 +08,1394,30.00,81.90,2.15,15,"70

",,,,
2019-11-22 04:12:23 +08,1395,30.10,82.00,2.15,15,"70

",,,,
2019-11-22 04:14:25 +08,1396,30.00,81.90,2.15,15,"70

",,,,
2019-11-22 04:15:26 +08,1397,30.10,81.90,2.15,15,"70

",,,,
2019-11-22 04:16:28 +08,1398,30.10,81.90,2.15,15,"70

",,,,
2019-11-22 04:17:29 +08,1399,30.00,81.80,2.15,15,"70

",,,,
2019-11-22 04:19:31 +08,1400,30.00,81.70,2.15,15,"70

",,,,
2019-11-22 04:20:33 +08,1401,30.10,81.70,2.15,15,"70

",,,,
2019-11-22 04:21:34 +08,1402,30.10,81.70,2.15,15,"70

",,,,
2019-11-22 04:23:36 +08,1403,30.00,81.50,2.15,15,"70

",,,,
2019-11-22 04:25:42 +08,1404,30.10,81.60,2.15,15,"70

",,,,
2019-11-22 04:27:44 +08,1405,30.10,81.50,2.15,15,"70

",,,,
2019-11-22 04:29:46 +08,1406,30.00,81.40,2.15,15,"70

",,,,
2019-11-22 04:31:49 +08,1407,30.00,81.40,2.15,15,"70

",,,,
2019-11-22 04:32:50 +08,1408,30.00,81.30,2.15,15,"70

",,,,
2019-11-22 04:33:52 +08,1409,30.10,81.30,2.15,15,"70

",,,,
2019-11-22 04:34:53 +08,1410,30.00,81.20,2.15,15,"70

",,,,
2019-11-22 04:36:55 +08,1411,30.00,81.20,2.15,15,"70

",,,,
2019-11-22 04:37:57 +08,1412,30.00,81.20,2.15,15,"70

",,,,
2019-11-22 04:38:58 +08,1413,30.00,81.20,2.15,15,"70

",,,,
2019-11-22 04:41:00 +08,1414,30.00,81.30,2.15,15,"70

",,,,
2019-11-22 04:42:02 +08,1415,30.00,81.30,2.15,15,"70

",,,,
2019-11-22 04:43:03 +08,1416,30.00,81.30,2.15,15,"70

",,,,
2019-11-22 04:45:06 +08,1417,30.00,81.30,2.15,15,"70

",,,,
2019-11-22 04:46:07 +08,1418,30.00,81.30,2.15,15,"70

",,,,
2019-11-22 04:47:08 +08,1419,30.00,81.20,2.15,15,"70

",,,,
2019-11-22 04:49:11 +08,1420,30.00,81.20,2.15,15,"70

",,,,
2019-11-22 04:50:12 +08,1421,30.00,81.20,2.15,15,"70

",,,,
2019-11-22 04:51:13 +08,1422,30.00,81.20,2.15,15,"70

",,,,
2019-11-22 04:52:15 +08,1423,30.00,81.20,2.93,15,"70

",,,,
2019-11-22 04:53:16 +08,1424,29.90,81.20,2.15,15,"70

",,,,
2019-11-22 04:54:17 +08,1425,29.90,81.20,2.15,15,"70

",,,,
2019-11-22 04:55:19 +08,1426,30.00,81.30,2.15,15,"70

",,,,
2019-11-22 04:56:20 +08,1427,30.00,81.30,2.15,15,"70

",,,,
2019-11-22 04:58:22 +08,1428,29.90,81.20,2.15,15,"70

",,,,
2019-11-22 04:59:24 +08,1429,30.00,81.30,2.15,15,"70

",,,,
2019-11-22 05:00:25 +08,1430,30.00,81.30,2.15,15,"70

",,,,
2019-11-22 05:02:28 +08,1431,30.00,81.40,2.15,15,"70

",,,,
2019-11-22 05:03:29 +08,1432,30.00,81.40,2.15,15,"70

",,,,
2019-11-22 05:04:30 +08,1433,30.00,81.30,2.15,15,"70

",,,,
2019-11-22 05:06:33 +08,1434,29.90,81.20,2.15,15,"70

",,,,
2019-11-22 05:07:34 +08,1435,29.90,81.20,2.15,15,"70

",,,,
2019-11-22 05:08:35 +08,1436,30.00,81.30,2.15,15,"70

",,,,
2019-11-22 05:09:37 +08,1437,30.00,81.20,2.93,15,"70

",,,,
2019-11-22 05:10:38 +08,1438,30.00,81.20,2.15,15,"70

",,,,
2019-11-22 05:11:39 +08,1439,29.90,81.10,2.15,15,"70

",,,,
2019-11-22 05:12:41 +08,1440,30.00,81.20,2.15,15,"70

",,,,
2019-11-22 05:13:42 +08,1441,29.90,81.10,2.15,15,"70

",,,,
2019-11-22 05:15:44 +08,1442,29.90,81.10,2.15,15,"70

",,,,
2019-11-22 05:16:46 +08,1443,29.90,81.20,2.15,15,"70

",,,,
2019-11-22 05:17:47 +08,1444,29.90,81.20,2.15,15,"70

",,,,
2019-11-22 05:19:49 +08,1445,29.90,81.20,2.15,15,"70

",,,,
2019-11-22 05:20:51 +08,1446,29.90,81.10,2.15,15,"70

",,,,
2019-11-22 05:23:54 +08,1447,29.90,81.10,2.15,15,"70

",,,,
2019-11-22 05:25:57 +08,1448,29.90,81.10,2.15,15,"70

",,,,
2019-11-22 05:27:59 +08,1449,29.90,81.10,2.15,15,"70

",,,,
2019-11-22 05:30:02 +08,1450,29.90,81.20,2.15,15,"70

",,,,
2019-11-22 05:31:03 +08,1451,29.90,81.20,2.15,15,"70

",,,,
2019-11-22 05:33:05 +08,1452,29.90,81.20,2.15,15,"70

",,,,
2019-11-22 05:34:07 +08,1453,29.90,81.10,2.15,15,"70

",,,,
2019-11-22 05:35:08 +08,1454,29.90,81.10,2.15,15,"70

",,,,
2019-11-22 05:37:10 +08,1455,29.90,81.10,2.15,15,"70

",,,,
2019-11-22 05:38:12 +08,1456,29.90,81.10,2.15,15,"70

",,,,
2019-11-22 05:39:13 +08,1457,29.90,81.10,2.15,15,"70

",,,,
2019-11-22 05:41:15 +08,1458,29.80,81.00,2.15,15,"70

",,,,
2019-11-22 05:42:17 +08,1459,29.80,81.00,2.15,15,"70

",,,,
2019-11-22 05:43:18 +08,1460,29.80,81.10,2.15,15,"70

",,,,
2019-11-22 05:45:21 +08,1461,29.80,81.10,2.15,15,"70

",,,,
2019-11-22 05:46:22 +08,1462,29.80,81.10,2.15,15,"70

",,,,
2019-11-22 05:47:23 +08,1463,29.80,80.90,2.15,15,"70

",,,,
2019-11-22 05:49:26 +08,1464,29.80,80.90,2.93,15,"70

",,,,
2019-11-22 05:50:27 +08,1465,29.80,80.90,2.15,15,"70

",,,,
2019-11-22 05:51:29 +08,1466,29.80,80.90,2.15,15,"70

",,,,
2019-11-22 05:54:37 +08,1467,29.80,80.90,2.15,15,"70

",,,,
2019-11-22 05:55:38 +08,1468,29.80,80.90,2.15,15,"70

",,,,
2019-11-22 05:57:41 +08,1469,29.80,80.90,2.93,15,"70

",,,,
2019-11-22 05:58:42 +08,1470,29.80,80.90,2.15,15,"70

",,,,
2019-11-22 05:59:43 +08,1471,29.80,80.90,2.15,15,"70

",,,,
2019-11-22 06:00:45 +08,1472,29.80,80.90,2.15,15,"70

",,,,
2019-11-22 06:03:48 +08,1473,29.80,81.00,2.15,15,"70

",,,,
2019-11-22 06:04:50 +08,1474,29.80,81.00,2.15,15,"70

",,,,
2019-11-22 06:05:51 +08,1475,29.80,81.00,2.15,15,"70

",,,,
2019-11-22 06:07:53 +08,1476,29.70,81.00,2.15,15,"70

",,,,
2019-11-22 06:08:55 +08,1477,29.80,81.10,2.15,15,"70

",,,,
2019-11-22 06:09:56 +08,1478,29.80,81.10,2.15,15,"70

",,,,
2019-11-22 06:11:59 +08,1479,29.80,81.10,2.15,15,"70

",,,,
2019-11-22 06:13:04 +08,1480,29.70,81.00,2.15,15,"70

",,,,
2019-11-22 06:14:05 +08,1481,29.80,81.10,2.15,15,"70

",,,,
2019-11-22 06:15:06 +08,1482,29.80,81.00,2.93,15,"70

",,,,
2019-11-22 06:16:08 +08,1483,29.80,81.00,2.15,15,"70

",,,,
2019-11-22 06:17:10 +08,1484,29.80,81.10,2.15,15,"70

",,,,
2019-11-22 06:18:12 +08,1485,29.80,81.10,2.15,15,"70

",,,,
2019-11-22 06:20:15 +08,1486,29.70,81.00,2.15,15,"70

",,,,
2019-11-22 06:21:16 +08,1487,29.70,81.00,2.15,15,"70

",,,,
2019-11-22 06:22:18 +08,1488,29.70,81.00,2.83,15,"70

",,,,
2019-11-22 06:25:21 +08,1489,29.70,80.80,2.15,15,"70

",,,,
2019-11-22 06:27:24 +08,1490,29.70,80.80,2.15,15,"70

",,,,
2019-11-22 06:28:25 +08,1491,29.70,80.70,2.93,15,"70

",,,,
2019-11-22 06:29:26 +08,1492,29.70,80.80,2.15,15,"70

",,,,
2019-11-22 06:30:28 +08,1493,29.70,80.80,2.15,15,"70

",,,,
2019-11-22 06:31:29 +08,1494,29.70,80.80,2.15,15,"70

",,,,
2019-11-22 06:33:31 +08,1495,29.70,80.80,2.15,15,"70

",,,,
2019-11-22 06:34:33 +08,1496,29.70,80.80,2.15,15,"70

",,,,
2019-11-22 06:35:34 +08,1497,29.70,80.80,2.15,15,"70

",,,,
2019-11-22 06:36:35 +08,1498,29.70,80.80,2.15,15,"70

",,,,
2019-11-22 06:40:41 +08,1499,29.70,80.90,2.15,15,"70

",,,,
2019-11-22 06:44:51 +08,1500,29.70,80.90,2.15,15,"70

",,,,
2019-11-22 06:46:57 +08,1501,29.70,80.90,2.15,15,"70

",,,,
2019-11-22 06:47:59 +08,1502,29.70,80.90,2.15,15,"70

",,,,
2019-11-22 06:49:00 +08,1503,29.70,80.80,2.15,15,"70

",,,,
2019-11-22 06:51:02 +08,1504,29.70,80.80,2.15,15,"70

",,,,
2019-11-22 06:52:04 +08,1505,29.70,80.80,2.15,15,"70

",,,,
2019-11-22 06:53:05 +08,1506,29.70,80.70,2.15,15,"70

",,,,
2019-11-22 06:54:06 +08,1507,29.70,80.70,2.15,15,"70

",,,,
2019-11-22 06:55:08 +08,1508,29.70,80.80,2.93,15,"70

",,,,
2019-11-22 06:56:09 +08,1509,29.60,80.70,2.15,15,"70

",,,,
2019-11-22 06:57:10 +08,1510,29.60,80.70,2.15,15,"70

",,,,
2019-11-22 06:58:12 +08,1511,29.60,80.80,2.15,15,"70

",,,,
2019-11-22 06:59:14 +08,1512,29.60,80.70,2.15,15,"70

",,,,
2019-11-22 07:02:22 +08,1513,29.60,80.70,2.15,15,"70

",,,,
2019-11-22 07:03:23 +08,1514,29.60,81.00,2.83,19,"90

",,,,
2019-11-22 07:04:25 +08,1515,29.60,81.10,2.15,19,"90

",,,,
2019-11-22 07:06:27 +08,1516,29.60,81.20,2.15,19,"90

",,,,
2019-11-22 07:08:30 +08,1517,29.70,81.20,2.15,19,"90

",,,,
2019-11-22 07:09:31 +08,1518,29.70,81.20,2.15,19,"90

",,,,
2019-11-22 07:10:32 +08,1519,29.70,81.10,2.15,19,"90

",,,,
2019-11-22 07:11:34 +08,1520,29.70,81.00,2.15,19,"90

",,,,
2019-11-22 07:13:36 +08,1521,29.70,81.00,2.15,19,"90

",,,,
2019-11-22 07:14:37 +08,1522,29.70,80.90,2.15,19,"90

",,,,
2019-11-22 07:15:39 +08,1523,29.70,80.90,2.15,19,"90

",,,,
2019-11-22 07:16:40 +08,1524,29.70,80.80,2.93,19,"90

",,,,
2019-11-22 07:18:42 +08,1525,29.70,80.80,2.15,19,"90

",,,,
2019-11-22 07:20:49 +08,1526,29.70,80.80,2.15,19,"90

",,,,
2019-11-22 07:22:52 +08,1527,29.70,80.80,2.15,19,"90

",,,,
2019-11-22 07:23:53 +08,1528,29.70,80.90,2.15,19,"90

",,,,
2019-11-22 07:26:57 +08,1529,29.70,80.80,2.15,19,"90

",,,,
2019-11-22 07:27:58 +08,1530,29.70,80.80,2.15,19,"90

",,,,
2019-11-22 07:31:05 +08,1531,29.70,80.80,2.15,19,"90

",,,,
2019-11-22 07:32:06 +08,1532,29.70,80.70,2.15,19,"90

",,,,
2019-11-22 07:34:09 +08,1533,29.70,80.80,2.15,19,"90

",,,,
2019-11-22 07:35:10 +08,1534,29.70,80.80,2.93,19,"90

",,,,
2019-11-22 07:36:12 +08,1535,29.70,80.80,2.15,19,"90

",,,,
2019-11-22 07:37:13 +08,1536,29.70,80.80,2.15,19,"90

",,,,
2019-11-22 07:38:14 +08,1537,29.70,80.50,2.15,19,"90

",,,,
2019-11-22 07:41:18 +08,1538,29.60,80.00,2.15,19,"90

",,,,
2019-11-22 07:44:22 +08,1539,29.50,80.10,2.15,19,"90

",,,,
2019-11-22 07:45:23 +08,1540,29.50,80.20,2.15,19,"90

",,,,
2019-11-22 07:46:24 +08,1541,29.50,80.20,2.15,19,"90

",,,,
2019-11-22 07:47:26 +08,1542,29.40,80.10,2.15,19,"90

",,,,
2019-11-22 07:50:29 +08,1543,29.40,80.40,2.15,19,"90

",,,,
2019-11-22 07:51:30 +08,1544,29.30,80.30,2.15,19,"90

",,,,
2019-11-22 07:53:36 +08,1545,29.30,80.70,2.15,20,"100

",,,,
2019-11-22 07:55:38 +08,1546,29.40,81.20,2.15,20,"100

",,,,
2019-11-22 07:57:45 +08,1547,29.40,81.40,2.15,20,"100

",,,,
2019-11-22 07:58:46 +08,1548,29.30,81.30,2.15,20,"100

",,,,
2019-11-22 08:02:51 +08,1549,29.30,81.70,2.15,20,"100

",,,,
2019-11-22 08:03:52 +08,1550,29.40,81.80,2.15,20,"100

",,,,
2019-11-22 08:04:54 +08,1551,29.30,81.70,2.15,20,"100

",,,,
2019-11-22 08:06:57 +08,1552,29.30,82.10,2.15,20,"100

",,,,
2019-11-22 08:07:59 +08,1553,29.30,81.60,2.15,20,"100

",,,,
2019-11-22 08:09:00 +08,1554,29.30,81.60,2.15,20,"100

",,,,
2019-11-22 08:11:02 +08,1555,29.30,81.50,2.15,20,"100

",,,,
2019-11-22 08:12:04 +08,1556,29.30,81.60,2.15,20,"100

",,,,
2019-11-22 08:13:05 +08,1557,29.30,81.70,2.35,-2,"0

",,,,
2019-11-22 08:15:07 +08,1558,29.30,81.70,2.35,-2,"0

",,,,
2019-11-22 08:16:09 +08,1559,29.30,81.60,2.35,-2,"0

",,,,
2019-11-22 08:17:13 +08,1560,29.30,81.60,2.35,-2,"0

",,,,
2019-11-22 08:19:16 +08,1561,29.30,81.40,2.15,7,"30

",,,,
2019-11-22 08:20:17 +08,1562,29.30,81.30,2.15,7,"30

",,,,
2019-11-22 08:21:18 +08,1563,29.20,81.20,2.15,7,"30

",,,,
2019-11-22 08:22:20 +08,1564,29.20,81.20,2.15,7,"30

",,,,
2019-11-22 08:23:21 +08,1565,29.20,81.60,2.93,7,"30

",,,,
2019-11-22 08:24:22 +08,1566,29.10,81.20,2.15,7,"30

",,,,
2019-11-22 08:25:24 +08,1567,29.00,81.50,2.15,7,"30

",,,,
2019-11-22 08:26:25 +08,1568,28.90,81.70,2.15,7,"30

",,,,
2019-11-22 08:28:28 +08,1569,28.80,81.90,2.15,7,"30

",,,,
2019-11-22 08:29:29 +08,1570,28.80,81.90,2.15,7,"30

",,,,
2019-11-22 08:30:30 +08,1571,28.70,81.90,2.15,7,"30

",,,,
2019-11-22 08:31:32 +08,1572,28.70,82.10,2.93,7,"30

",,,,
2019-11-22 08:32:33 +08,1573,28.70,82.10,2.15,7,"30

",,,,
2019-11-22 08:34:40 +08,1574,28.60,82.20,2.15,7,"30

",,,,
2019-11-22 08:37:44 +08,1575,28.50,82.70,2.15,7,"30

",,,,
2019-11-22 08:38:46 +08,1576,28.50,82.90,2.15,7,"30

",,,,
2019-11-22 08:39:47 +08,1577,28.60,83.10,2.15,7,"30

",,,,
2019-11-22 08:41:50 +08,1578,28.60,82.90,2.15,7,"30

",,,,
2019-11-22 08:42:51 +08,1579,28.70,82.80,2.15,7,"30

",,,,
2019-11-22 08:45:55 +08,1580,28.70,82.50,2.15,7,"30

",,,,
2019-11-22 08:46:56 +08,1581,28.80,82.40,2.15,7,"30

",,,,
2019-11-22 08:47:57 +08,1582,28.70,82.20,2.15,7,"30

",,,,
2019-11-22 08:48:59 +08,1583,28.70,82.40,2.93,7,"30

",,,,
2019-11-22 08:50:00 +08,1584,28.70,82.60,2.15,7,"30

",,,,
2019-11-22 08:51:01 +08,1585,28.70,82.70,2.15,7,"30

",,,,
2019-11-22 08:52:06 +08,1586,28.70,82.70,2.15,7,"30

",,,,
2019-11-22 08:55:09 +08,1587,28.70,82.50,2.15,7,"30

",,,,
2019-11-22 08:56:10 +08,1588,28.70,82.50,2.15,7,"30

",,,,
2019-11-22 08:57:15 +08,1589,28.60,82.70,2.15,7,"30

",,,,
2019-11-22 08:59:17 +08,1590,28.60,82.90,2.15,7,"30

",,,,
2019-11-22 09:00:19 +08,1591,28.60,82.90,2.15,7,"30

",,,,
2019-11-22 09:01:20 +08,1592,28.60,83.20,2.15,7,"30

",,,,
2019-11-22 09:02:24 +08,1593,28.50,83.30,2.93,7,"30

",,,,
2019-11-22 09:03:25 +08,1594,28.60,83.60,2.15,7,"30

",,,,
2019-11-22 09:05:28 +08,1595,28.60,83.60,2.15,7,"30

",,,,
2019-11-22 09:07:31 +08,1596,28.70,83.60,2.15,7,"30

",,,,
2019-11-22 09:08:33 +08,1597,28.70,83.50,2.15,7,"30

",,,,
2019-11-22 09:09:34 +08,1598,28.80,83.60,2.15,7,"30

",,,,
2019-11-22 09:11:36 +08,1599,28.90,83.50,2.15,7,"30

",,,,
2019-11-22 09:12:38 +08,1600,28.90,83.20,2.15,7,"30

",,,,
2019-11-22 09:13:39 +08,1601,28.90,83.30,2.15,7,"30

",,,,
2019-11-22 09:14:40 +08,1602,28.90,83.20,2.15,7,"30

",,,,
2019-11-22 09:16:43 +08,1603,29.00,83.40,2.15,7,"30

",,,,
2019-11-22 09:17:44 +08,1604,29.10,83.50,2.15,7,"30

",,,,
2019-11-22 09:18:45 +08,1605,29.10,83.10,2.15,7,"30

",,,,
2019-11-22 09:20:48 +08,1606,29.10,82.90,2.15,7,"30

",,,,
2019-11-22 09:22:53 +08,1607,29.10,82.90,2.15,7,"30

",,,,
2019-11-22 09:24:56 +08,1608,29.10,82.80,2.15,7,"30

",,,,
2019-11-22 09:25:57 +08,1609,29.10,82.90,2.15,7,"30

",,,,
2019-11-22 09:26:58 +08,1610,29.10,83.00,2.15,7,"30

",,,,
2019-11-22 09:29:01 +08,1611,29.20,83.00,2.15,7,"30

",,,,
2019-11-22 09:30:02 +08,1612,29.20,82.90,2.15,7,"30

",,,,
2019-11-22 09:31:03 +08,1613,29.20,82.90,2.15,7,"30

",,,,
2019-11-22 09:33:09 +08,1614,29.20,82.50,2.15,7,"30

",,,,
2019-11-22 09:34:10 +08,1615,29.20,82.30,2.15,7,"30

",,,,
2019-11-22 09:35:12 +08,1616,29.20,82.30,2.15,7,"30

",,,,
2019-11-22 09:36:13 +08,1617,29.20,82.20,2.15,7,"30

",,,,
2019-11-22 09:38:15 +08,1618,29.20,82.20,2.15,7,"30

",,,,
2019-11-22 09:39:18 +08,1619,29.20,82.10,2.15,7,"30

",,,,
2019-11-22 09:40:22 +08,1620,29.20,81.90,2.15,7,"30

",,,,
2019-11-22 09:42:24 +08,1621,29.20,81.80,2.15,7,"30

",,,,
2019-11-22 09:43:26 +08,1622,29.20,81.70,2.15,7,"30

",,,,
2019-11-22 09:44:27 +08,1623,29.20,81.70,2.15,7,"30

",,,,
2019-11-22 09:45:29 +08,1624,29.20,81.60,2.93,7,"30

",,,,
2019-11-22 09:47:31 +08,1625,29.20,81.60,2.15,7,"30

",,,,
2019-11-22 09:48:35 +08,1626,29.20,81.80,2.15,7,"30

",,,,
2019-11-22 09:50:38 +08,1627,29.30,81.90,2.15,7,"30

",,,,
2019-11-22 09:54:47 +08,1628,29.30,81.70,2.15,7,"30

",,,,
2019-11-22 09:55:48 +08,1629,29.20,81.40,2.15,7,"30

",,,,
2019-11-22 09:56:49 +08,1630,29.20,81.30,2.15,7,"30

",,,,
2019-11-22 09:57:51 +08,1631,29.20,81.10,2.15,7,"30

",,,,
2019-11-22 09:58:53 +08,1632,29.20,81.30,2.15,7,"30

",,,,
2019-11-22 09:59:54 +08,1633,29.10,81.40,2.15,7,"30

",,,,
2019-11-22 10:00:56 +08,1634,29.20,81.70,2.15,7,"30

",,,,
2019-11-22 10:02:00 +08,1635,29.20,81.70,2.15,7,"30

",,,,
2019-11-22 10:03:01 +08,1636,29.20,81.80,2.93,7,"30

",,,,
2019-11-22 10:04:03 +08,1637,29.20,81.90,2.15,7,"30

",,,,
2019-11-22 10:05:07 +08,1638,29.20,82.20,2.15,7,"30

",,,,
2019-11-22 10:06:08 +08,1639,29.20,82.20,2.15,7,"30

",,,,
2019-11-22 10:07:10 +08,1640,29.30,82.30,2.93,7,"30

",,,,
2019-11-22 10:09:12 +08,1641,29.30,82.00,2.15,7,"30

",,,,
2019-11-22 10:12:16 +08,1642,29.30,81.50,2.15,7,"30

",,,,
2019-11-22 10:13:17 +08,1643,29.30,81.60,2.15,7,"30

",,,,
2019-11-22 10:14:19 +08,1644,29.30,81.60,2.15,7,"30

",,,,
2019-11-22 10:16:21 +08,1645,29.30,81.50,2.93,7,"30

",,,,
2019-11-22 10:17:23 +08,1646,29.30,81.50,2.15,7,"30

",,,,
2019-11-22 10:19:25 +08,1647,29.30,81.50,2.15,7,"30

",,,,
2019-11-22 10:21:28 +08,1648,29.40,81.50,2.15,7,"30

",,,,
2019-11-22 10:22:29 +08,1649,29.40,81.50,2.15,7,"30

",,,,
2019-11-22 10:23:30 +08,1650,29.40,81.40,2.15,7,"30

",,,,
2019-11-22 10:25:33 +08,1651,29.40,81.30,2.93,7,"30

",,,,
2019-11-22 10:26:34 +08,1652,29.40,81.20,2.15,7,"30

",,,,
2019-11-22 10:27:35 +08,1653,29.40,81.10,2.15,7,"30

",,,,
2019-11-22 10:28:37 +08,1654,29.40,81.10,2.93,7,"30

",,,,
2019-11-22 10:29:38 +08,1655,29.40,81.00,2.15,7,"30

",,,,
2019-11-22 10:30:39 +08,1656,29.40,81.00,2.15,7,"30

",,,,
2019-11-22 10:31:41 +08,1657,29.40,80.60,2.15,7,"30

",,,,
2019-11-22 10:34:44 +08,1658,29.40,80.40,2.15,7,"30

",,,,
2019-11-22 10:35:45 +08,1659,29.40,80.50,2.15,7,"30

",,,,
2019-11-22 10:38:53 +08,1660,29.40,80.40,2.15,7,"30

",,,,
2019-11-22 10:39:54 +08,1661,29.40,80.60,2.15,7,"30

",,,,
2019-11-22 10:40:56 +08,1662,29.40,80.70,2.15,7,"30

",,,,
2019-11-22 10:42:58 +08,1663,29.40,80.70,2.15,7,"30

",,,,
2019-11-22 10:43:59 +08,1664,29.40,80.60,2.15,7,"30

",,,,
2019-11-22 10:45:01 +08,1665,29.40,80.40,2.15,7,"30

",,,,
2019-11-22 10:46:02 +08,1666,29.40,80.50,2.93,7,"30

",,,,
2019-11-22 10:47:03 +08,1667,29.40,80.40,2.93,7,"30

",,,,
2019-11-22 10:48:05 +08,1668,29.40,80.50,2.15,7,"30

",,,,
2019-11-22 10:50:08 +08,1669,29.40,80.40,2.15,7,"30

",,,,
2019-11-22 10:51:09 +08,1670,29.40,80.30,2.93,7,"30

",,,,
2019-11-22 10:52:10 +08,1671,29.40,80.30,2.15,7,"30

",,,,
2019-11-22 10:54:13 +08,1672,29.40,80.10,2.15,7,"30

",,,,
2019-11-22 10:57:24 +08,1673,29.40,80.00,2.15,7,"30

",,,,
2019-11-22 10:59:27 +08,1674,29.40,80.10,2.15,7,"30

",,,,
2019-11-22 11:07:45 +08,1675,29.50,79.40,2.15,15,"70

",,,,
2019-11-22 11:08:47 +08,1676,29.50,79.10,2.15,15,"70

",,,,
2019-11-22 11:10:51 +08,1677,29.50,78.90,2.15,15,"70

",,,,
2019-11-22 11:11:56 +08,1678,29.50,78.70,2.15,15,"70

",,,,
2019-11-22 11:13:58 +08,1679,29.50,78.50,2.15,15,"70

",,,,
2019-11-22 11:18:07 +08,1680,29.40,77.10,2.15,15,"70

",,,,
2019-11-22 11:20:09 +08,1681,29.40,77.70,2.15,15,"70

",,,,
2019-11-22 11:22:12 +08,1682,29.40,78.40,2.15,15,"70

",,,,
2019-11-22 11:25:24 +08,1683,29.40,78.30,2.15,15,"70

",,,,
2019-11-22 11:27:29 +08,1684,29.40,77.80,2.15,15,"70

",,,,
2019-11-22 11:29:32 +08,1685,29.50,78.00,2.15,15,"70

",,,,
2019-11-22 11:33:41 +08,1686,29.50,77.20,2.15,15,"70

",,,,
2019-11-22 11:34:42 +08,1687,29.50,77.30,2.15,15,"70

",,,,
2019-11-22 11:35:44 +08,1688,29.50,77.40,2.15,15,"70

",,,,
2019-11-22 11:37:46 +08,1689,29.60,77.20,2.15,15,"70

",,,,
2019-11-22 11:38:47 +08,1690,29.60,77.10,2.15,15,"70

",,,,
2019-11-22 11:39:49 +08,1691,29.60,77.30,2.15,15,"70

",,,,
2019-11-22 11:40:50 +08,1692,29.60,77.20,2.15,15,"70

",,,,
2019-11-22 11:43:54 +08,1693,29.60,77.80,2.15,15,"70

",,,,
2019-11-22 11:44:55 +08,1694,29.60,77.80,2.15,15,"70

",,,,
2019-11-22 11:46:57 +08,1695,29.60,77.70,2.15,15,"70

",,,,
2019-11-22 11:47:59 +08,1696,29.70,77.90,2.15,15,"70

",,,,
2019-11-22 11:49:00 +08,1697,29.60,77.50,2.15,15,"70

",,,,
2019-11-22 11:53:07 +08,1698,29.70,78.10,2.15,15,"70

",,,,
2019-11-22 11:54:08 +08,1699,29.60,78.10,2.15,15,"70

",,,,
2019-11-22 11:56:14 +08,1700,29.70,78.20,2.15,15,"70

",,,,
2019-11-22 11:57:15 +08,1701,29.70,78.30,2.15,15,"70

",,,,
2019-11-22 12:01:24 +08,1702,29.70,76.40,2.15,15,"70

",,,,
2019-11-22 12:02:26 +08,1703,29.70,75.70,2.15,15,"70

",,,,
2019-11-22 12:05:29 +08,1704,29.70,75.50,2.15,15,"70

",,,,
2019-11-22 12:06:31 +08,1705,29.70,75.90,2.15,15,"70

",,,,
2019-11-22 12:07:33 +08,1706,29.70,75.10,2.15,15,"70

",,,,
2019-11-22 12:08:34 +08,1707,29.70,75.40,2.15,15,"70

",,,,
2019-11-22 12:12:43 +08,1708,29.80,75.60,2.15,15,"70

",,,,
2019-11-22 12:13:44 +08,1709,29.80,75.00,2.93,15,"70

",,,,
2019-11-22 12:14:46 +08,1710,29.80,73.40,2.15,15,"70

",,,,
2019-11-22 12:15:47 +08,1711,29.70,73.10,2.15,15,"70

",,,,
2019-11-22 12:16:48 +08,1712,29.70,73.60,2.15,15,"70

",,,,
2019-11-22 12:18:51 +08,1713,29.70,73.90,2.15,15,"70

",,,,
2019-11-22 12:21:56 +08,1714,29.70,74.60,2.15,15,"70

",,,,
2019-11-22 12:24:01 +08,1715,29.70,75.10,2.15,15,"70

",,,,
2019-11-22 12:26:04 +08,1716,29.80,75.60,2.15,15,"70

",,,,
2019-11-22 12:27:05 +08,1717,29.80,75.70,2.15,15,"70

",,,,
2019-11-22 12:28:06 +08,1718,29.80,75.60,2.15,15,"70

",,,,
2019-11-22 12:29:08 +08,1719,29.80,75.80,2.15,15,"70

",,,,
2019-11-22 12:32:12 +08,1720,29.90,75.20,2.15,15,"70

",,,,
2019-11-22 12:33:13 +08,1721,29.90,75.10,2.15,15,"70

",,,,
2019-11-22 12:34:14 +08,1722,29.80,75.40,2.15,15,"70

",,,,
2019-11-22 12:35:16 +08,1723,29.90,75.60,2.15,15,"70

",,,,
2019-11-22 12:37:18 +08,1724,29.90,75.60,2.15,15,"70

",,,,
